Column1,date,client_id,province,incident_type,status
INC616389,2025/08/21,CL1122,KwaZulu-Natal,Protest,reported
INC616390,2025/07/01,CL1026,Gauteng,Trespass,in_progress
INC616391,2025/05/02,CL1371,Mpumalanga,Trespass,reported
INC616392,2025/09/01,CL1292,Free State,Accident,reported
INC616393,2025/07/08,CL1053,Gauteng,Theft,resolved
INC616394,2025/07/26,CL1167,Western Cape,Vandalism,escalated
INC616395,2025/08/23,CL1095,Gauteng,Accident,in_progress
INC616396,2025/06/21,CL1068,Gauteng,VIP Threat,escalated
INC616397,2025/08/21,CL1055,Gauteng,Alarm Trigger,reported
INC616398,2025/06/16,CL1230,Limpopo,Alarm Trigger,escalated
INC616399,2025/07/12,CL1047,Gauteng,VIP Threat,in_progress
INC616400,2025/04/17,CL1134,KwaZulu-Natal,Trespass,escalated
INC616401,2025/04/17,CL1010,Gauteng,Accident,in_progress
INC616402,2025/05/20,CL1318,North West,Theft,reported
INC616403,2025/08/31,CL1137,KwaZulu-Natal,Accident,escalated
INC616404,2025/06/03,CL1298,Free State,Assault,reported
INC616405,2025/08/15,CL1145,KwaZulu-Natal,Hijacking,reported
INC616406,2025/04/30,CL1167,Western Cape,Protest,reported
INC616407,2025/05/01,CL1027,Gauteng,Suspicious Vehicle,in_progress
INC616408,2025/09/10,CL1240,Limpopo,Alarm Trigger,reported
INC616409,2025/08/22,CL1194,Western Cape,Accident,resolved
INC616410,2025/09/21,CL1110,KwaZulu-Natal,Alarm Trigger,escalated
INC616411,2025/05/10,CL1297,Free State,Trespass,in_progress
INC616412,2025/09/14,CL1064,Gauteng,Hijacking,escalated
INC616413,2025/05/13,CL1362,Mpumalanga,Alarm Trigger,in_progress
INC616414,2025/08/23,CL1282,Free State,Suspicious Vehicle,in_progress
INC616415,2025/09/28,CL1375,Mpumalanga,Theft,reported
INC616416,2025/08/11,CL1059,Gauteng,Hijacking,in_progress
INC616417,2025/05/11,CL1305,North West,VIP Threat,in_progress
INC616418,2025/04/17,CL1058,Gauteng,Hijacking,in_progress
INC616419,2025/06/21,CL1248,Limpopo,Theft,escalated
INC616420,2025/05/15,CL1336,North West,Trespass,in_progress
INC616421,2025/05/26,CL1257,Free State,Accident,resolved
INC616422,2025/05/28,CL1370,Mpumalanga,Protest,reported
INC616423,2025/08/02,CL1140,KwaZulu-Natal,Alarm Trigger,resolved
INC616424,2025/05/03,CL1109,KwaZulu-Natal,Suspicious Vehicle,resolved
INC616425,2025/06/01,CL1288,Free State,Hijacking,reported
INC616426,2025/07/08,CL1078,Gauteng,Suspicious Vehicle,in_progress
INC616427,2025/05/19,CL1364,Mpumalanga,Accident,resolved
INC616428,2025/08/13,CL1142,KwaZulu-Natal,Suspicious Vehicle,resolved
INC616429,2025/05/06,CL1325,North West,VIP Threat,escalated
INC616430,2025/06/01,CL1261,Free State,Vandalism,in_progress
INC616431,2025/04/08,CL1211,Limpopo,Assault,reported
INC616432,2025/04/09,CL1206,Limpopo,Accident,reported
INC616433,2025/07/25,CL1174,Western Cape,Suspicious Vehicle,in_progress
INC616434,2025/07/12,CL1390,Mpumalanga,Hijacking,reported
INC616435,2025/05/24,CL1356,Mpumalanga,Suspicious Vehicle,in_progress
INC616436,2025/08/06,CL1090,Gauteng,Trespass,reported
INC616437,2025/05/12,CL1209,Limpopo,Assault,escalated
INC616438,2025/06/08,CL1163,Western Cape,Trespass,in_progress
INC616439,2025/09/13,CL1356,Mpumalanga,Suspicious Vehicle,escalated
INC616440,2025/07/01,CL1242,Limpopo,Trespass,reported
INC616441,2025/07/01,CL1156,Western Cape,Trespass,in_progress
INC616442,2025/09/27,CL1146,KwaZulu-Natal,Protest,escalated
INC616443,2025/08/04,CL1051,Gauteng,Accident,reported
INC616444,2025/05/04,CL1127,KwaZulu-Natal,Assault,in_progress
INC616445,2025/06/16,CL1374,Mpumalanga,Vandalism,resolved
INC616446,2025/08/04,CL1364,Mpumalanga,Vandalism,reported
INC616447,2025/09/10,CL1135,KwaZulu-Natal,Hijacking,resolved
INC616448,2025/05/25,CL1089,Gauteng,Hijacking,in_progress
INC616449,2025/06/03,CL1026,Gauteng,Accident,escalated
INC616450,2025/09/06,CL1290,Free State,Assault,in_progress
INC616451,2025/04/30,CL1257,Free State,Vandalism,reported
INC616452,2025/09/10,CL1057,Gauteng,Assault,reported
INC616453,2025/07/27,CL1013,Gauteng,Suspicious Vehicle,in_progress
INC616454,2025/08/25,CL1344,North West,Hijacking,reported
INC616455,2025/06/11,CL1223,Limpopo,Accident,resolved
INC616456,2025/09/18,CL1336,North West,VIP Threat,reported
INC616457,2025/08/31,CL1290,Free State,VIP Threat,escalated
INC616458,2025/05/09,CL1294,Free State,Vandalism,reported
INC616459,2025/09/28,CL1201,Limpopo,Vandalism,escalated
INC616460,2025/05/28,CL1355,Mpumalanga,Assault,reported
INC616461,2025/05/17,CL1397,Mpumalanga,Protest,reported
INC616462,2025/08/17,CL1038,Gauteng,Theft,escalated
INC616463,2025/04/14,CL1326,North West,VIP Threat,resolved
INC616464,2025/07/05,CL1088,Gauteng,Suspicious Vehicle,resolved
INC616465,2025/10/01,CL1294,Free State,Theft,reported
INC616466,2025/04/21,CL1128,KwaZulu-Natal,VIP Threat,resolved
INC616467,2025/09/11,CL1302,North West,Vandalism,reported
INC616468,2025/06/28,CL1257,Free State,Assault,reported
INC616469,2025/08/10,CL1002,Gauteng,Vandalism,in_progress
INC616470,2025/09/13,CL1154,Western Cape,Vandalism,resolved
INC616471,2025/09/02,CL1212,Limpopo,Assault,resolved
INC616472,2025/06/22,CL1101,KwaZulu-Natal,Accident,escalated
INC616473,2025/06/04,CL1007,Gauteng,Vandalism,escalated
INC616474,2025/08/17,CL1225,Limpopo,Protest,resolved
INC616475,2025/08/02,CL1284,Free State,Assault,in_progress
INC616476,2025/06/10,CL1140,KwaZulu-Natal,Assault,in_progress
INC616477,2025/09/23,CL1271,Free State,Accident,in_progress
INC616478,2025/08/30,CL1192,Western Cape,Suspicious Vehicle,reported
INC616479,2025/09/28,CL1179,Western Cape,Theft,escalated
INC616480,2025/06/29,CL1341,North West,Theft,resolved
INC616481,2025/04/22,CL1220,Limpopo,Hijacking,escalated
INC616482,2025/06/24,CL1172,Western Cape,Trespass,in_progress
INC616483,2025/08/03,CL1291,Free State,Suspicious Vehicle,escalated
INC616484,2025/04/09,CL1366,Mpumalanga,Assault,in_progress
INC616485,2025/10/01,CL1177,Western Cape,Alarm Trigger,resolved
INC616486,2025/06/28,CL1065,Gauteng,Hijacking,escalated
INC616487,2025/04/15,CL1316,North West,Theft,escalated
INC616488,2025/09/08,CL1338,North West,Trespass,in_progress
INC616489,2025/04/07,CL1374,Mpumalanga,Trespass,reported
INC616490,2025/05/13,CL1301,North West,Hijacking,in_progress
INC616491,2025/08/19,CL1183,Western Cape,Trespass,resolved
INC616492,2025/05/20,CL1309,North West,Alarm Trigger,escalated
INC616493,2025/09/21,CL1070,Gauteng,Theft,resolved
INC616494,2025/06/25,CL1113,KwaZulu-Natal,Theft,resolved
INC616495,2025/04/16,CL1077,Gauteng,Suspicious Vehicle,reported
INC616496,2025/06/20,CL1016,Gauteng,Hijacking,reported
INC616497,2025/05/09,CL1055,Gauteng,Accident,resolved
INC616498,2025/07/05,CL1387,Mpumalanga,Suspicious Vehicle,escalated
INC616499,2025/06/29,CL1247,Limpopo,VIP Threat,resolved
INC616500,2025/04/26,CL1051,Gauteng,Theft,in_progress
INC616501,2025/09/05,CL1318,North West,Trespass,reported
INC616502,2025/05/30,CL1378,Mpumalanga,Accident,reported
INC616503,2025/06/06,CL1212,Limpopo,Protest,escalated
INC616504,2025/04/24,CL1023,Gauteng,Suspicious Vehicle,resolved
INC616505,2025/07/08,CL1327,North West,Vandalism,in_progress
INC616506,2025/04/14,CL1272,Free State,Hijacking,escalated
INC616507,2025/04/29,CL1226,Limpopo,Protest,escalated
INC616508,2025/07/19,CL1115,KwaZulu-Natal,Hijacking,reported
INC616509,2025/05/17,CL1041,Gauteng,Suspicious Vehicle,resolved
INC616510,2025/09/25,CL1322,North West,Suspicious Vehicle,escalated
INC616511,2025/09/01,CL1327,North West,Theft,reported
INC616512,2025/09/10,CL1231,Limpopo,Suspicious Vehicle,resolved
INC616513,2025/06/11,CL1342,North West,Accident,escalated
INC616514,2025/04/28,CL1037,Gauteng,Suspicious Vehicle,resolved
INC616515,2025/05/15,CL1225,Limpopo,Suspicious Vehicle,resolved
INC616516,2025/09/27,CL1158,Western Cape,Protest,reported
INC616517,2025/07/25,CL1102,KwaZulu-Natal,Accident,in_progress
INC616518,2025/08/07,CL1114,KwaZulu-Natal,Vandalism,reported
INC616519,2025/05/09,CL1160,Western Cape,Vandalism,resolved
INC616520,2025/07/10,CL1307,North West,Accident,escalated
INC616521,2025/08/02,CL1253,Free State,Accident,resolved
INC616522,2025/09/15,CL1133,KwaZulu-Natal,Alarm Trigger,in_progress
INC616523,2025/08/29,CL1201,Limpopo,Alarm Trigger,escalated
INC616524,2025/09/27,CL1188,Western Cape,Vandalism,escalated
INC616525,2025/06/30,CL1124,KwaZulu-Natal,Vandalism,in_progress
INC616526,2025/06/25,CL1368,Mpumalanga,Assault,resolved
INC616527,2025/09/19,CL1317,North West,Assault,in_progress
INC616528,2025/07/11,CL1114,KwaZulu-Natal,VIP Threat,reported
INC616529,2025/05/06,CL1092,Gauteng,VIP Threat,reported
INC616530,2025/04/18,CL1173,Western Cape,Hijacking,in_progress
INC616531,2025/05/10,CL1367,Mpumalanga,VIP Threat,escalated
INC616532,2025/08/03,CL1260,Free State,Hijacking,resolved
INC616533,2025/04/30,CL1212,Limpopo,Suspicious Vehicle,reported
INC616534,2025/05/09,CL1054,Gauteng,Trespass,in_progress
INC616535,2025/05/06,CL1164,Western Cape,Assault,resolved
INC616536,2025/04/27,CL1058,Gauteng,Theft,reported
INC616537,2025/09/03,CL1129,KwaZulu-Natal,Hijacking,reported
INC616538,2025/08/25,CL1344,North West,VIP Threat,resolved
INC616539,2025/09/25,CL1167,Western Cape,Suspicious Vehicle,escalated
INC616540,2025/06/02,CL1206,Limpopo,Alarm Trigger,escalated
INC616541,2025/08/22,CL1017,Gauteng,Assault,reported
INC616542,2025/07/31,CL1239,Limpopo,Trespass,reported
INC616543,2025/07/02,CL1247,Limpopo,Theft,reported
INC616544,2025/08/14,CL1347,North West,Trespass,in_progress
INC616545,2025/06/11,CL1340,North West,Protest,resolved
INC616546,2025/09/12,CL1251,Free State,Vandalism,in_progress
INC616547,2025/08/18,CL1379,Mpumalanga,Hijacking,reported
INC616548,2025/09/05,CL1260,Free State,Suspicious Vehicle,escalated
INC616549,2025/04/27,CL1325,North West,Suspicious Vehicle,in_progress
INC616550,2025/08/19,CL1216,Limpopo,VIP Threat,resolved
INC616551,2025/08/26,CL1089,Gauteng,Trespass,resolved
INC616552,2025/06/02,CL1178,Western Cape,Assault,resolved
INC616553,2025/09/22,CL1224,Limpopo,Theft,reported
INC616554,2025/10/02,CL1354,Mpumalanga,Theft,resolved
INC616555,2025/06/22,CL1303,North West,Trespass,reported
INC616556,2025/07/03,CL1375,Mpumalanga,Suspicious Vehicle,reported
INC616557,2025/08/30,CL1322,North West,Hijacking,escalated
INC616558,2025/07/19,CL1177,Western Cape,Trespass,reported
INC616559,2025/07/22,CL1377,Mpumalanga,Vandalism,in_progress
INC616560,2025/05/12,CL1271,Free State,Hijacking,resolved
INC616561,2025/08/21,CL1160,Western Cape,Accident,escalated
INC616562,2025/09/22,CL1271,Free State,Alarm Trigger,resolved
INC616563,2025/06/03,CL1195,Western Cape,Assault,reported
INC616564,2025/06/27,CL1183,Western Cape,Alarm Trigger,reported
INC616565,2025/06/02,CL1253,Free State,Suspicious Vehicle,reported
INC616566,2025/08/30,CL1158,Western Cape,Assault,escalated
INC616567,2025/04/16,CL1294,Free State,Alarm Trigger,in_progress
INC616568,2025/08/23,CL1362,Mpumalanga,Assault,reported
INC616569,2025/08/18,CL1190,Western Cape,Alarm Trigger,in_progress
INC616570,2025/07/06,CL1396,Mpumalanga,Assault,reported
INC616571,2025/08/04,CL1171,Western Cape,VIP Threat,escalated
INC616572,2025/08/23,CL1185,Western Cape,Alarm Trigger,resolved
INC616573,2025/06/07,CL1319,North West,Theft,in_progress
INC616574,2025/09/09,CL1196,Western Cape,Trespass,escalated
INC616575,2025/04/06,CL1130,KwaZulu-Natal,Trespass,reported
INC616576,2025/09/23,CL1338,North West,Trespass,reported
INC616577,2025/04/25,CL1371,Mpumalanga,Theft,in_progress
INC616578,2025/09/09,CL1329,North West,Protest,resolved
INC616579,2025/09/25,CL1079,Gauteng,Alarm Trigger,escalated
INC616580,2025/09/12,CL1197,Western Cape,Trespass,reported
INC616581,2025/07/06,CL1003,Gauteng,Protest,in_progress
INC616582,2025/04/21,CL1339,North West,Theft,reported
INC616583,2025/04/24,CL1375,Mpumalanga,VIP Threat,in_progress
INC616584,2025/07/17,CL1133,KwaZulu-Natal,Protest,escalated
INC616585,2025/05/09,CL1072,Gauteng,Hijacking,in_progress
INC616586,2025/07/22,CL1076,Gauteng,Alarm Trigger,reported
INC616587,2025/08/21,CL1247,Limpopo,Alarm Trigger,reported
INC616588,2025/06/15,CL1012,Gauteng,Trespass,resolved
INC616589,2025/04/19,CL1399,Mpumalanga,Suspicious Vehicle,resolved
INC616590,2025/09/17,CL1320,North West,Trespass,reported
INC616591,2025/07/30,CL1232,Limpopo,Theft,escalated
INC616592,2025/04/07,CL1241,Limpopo,Protest,in_progress
INC616593,2025/04/06,CL1378,Mpumalanga,Suspicious Vehicle,escalated
INC616594,2025/06/16,CL1080,Gauteng,Alarm Trigger,escalated
INC616595,2025/09/27,CL1103,KwaZulu-Natal,VIP Threat,resolved
INC616596,2025/05/16,CL1065,Gauteng,VIP Threat,escalated
INC616597,2025/05/06,CL1062,Gauteng,Alarm Trigger,in_progress
INC616598,2025/04/11,CL1257,Free State,Accident,reported
INC616599,2025/05/01,CL1080,Gauteng,Accident,reported
INC616600,2025/04/22,CL1365,Mpumalanga,Alarm Trigger,escalated
INC616601,2025/06/08,CL1146,KwaZulu-Natal,Assault,escalated
INC616602,2025/04/13,CL1074,Gauteng,Vandalism,escalated
INC616603,2025/04/21,CL1293,Free State,Protest,escalated
INC616604,2025/06/21,CL1298,Free State,Assault,in_progress
INC616605,2025/08/25,CL1286,Free State,Suspicious Vehicle,in_progress
INC616606,2025/07/21,CL1137,KwaZulu-Natal,Hijacking,escalated
INC616607,2025/08/11,CL1178,Western Cape,Assault,reported
INC616608,2025/06/26,CL1163,Western Cape,Trespass,in_progress
INC616609,2025/07/30,CL1058,Gauteng,Suspicious Vehicle,escalated
INC616610,2025/07/25,CL1165,Western Cape,Vandalism,reported
INC616611,2025/07/17,CL1101,KwaZulu-Natal,Alarm Trigger,in_progress
INC616612,2025/05/27,CL1238,Limpopo,Alarm Trigger,escalated
INC616613,2025/04/16,CL1023,Gauteng,Protest,resolved
INC616614,2025/07/07,CL1011,Gauteng,Hijacking,reported
INC616615,2025/08/12,CL1039,Gauteng,Suspicious Vehicle,in_progress
INC616616,2025/07/24,CL1081,Gauteng,Vandalism,in_progress
INC616617,2025/09/05,CL1148,KwaZulu-Natal,Theft,resolved
INC616618,2025/05/20,CL1225,Limpopo,Assault,reported
INC616619,2025/07/24,CL1194,Western Cape,VIP Threat,in_progress
INC616620,2025/08/20,CL1131,KwaZulu-Natal,VIP Threat,reported
INC616621,2025/09/12,CL1282,Free State,Trespass,escalated
INC616622,2025/07/02,CL1016,Gauteng,Alarm Trigger,in_progress
INC616623,2025/09/22,CL1015,Gauteng,Alarm Trigger,resolved
INC616624,2025/05/21,CL1385,Mpumalanga,Theft,resolved
INC616625,2025/09/08,CL1152,Western Cape,Trespass,in_progress
INC616626,2025/09/03,CL1330,North West,Protest,in_progress
INC616627,2025/09/30,CL1013,Gauteng,Hijacking,resolved
INC616628,2025/06/05,CL1191,Western Cape,Alarm Trigger,in_progress
INC616629,2025/09/19,CL1042,Gauteng,Vandalism,reported
INC616630,2025/04/08,CL1180,Western Cape,Theft,in_progress
INC616631,2025/09/25,CL1295,Free State,Assault,in_progress
INC616632,2025/05/16,CL1345,North West,Hijacking,escalated
INC616633,2025/05/25,CL1302,North West,Vandalism,in_progress
INC616634,2025/08/29,CL1266,Free State,Hijacking,reported
INC616635,2025/09/25,CL1139,KwaZulu-Natal,Alarm Trigger,escalated
INC616636,2025/09/09,CL1099,Gauteng,Theft,in_progress
INC616637,2025/05/09,CL1272,Free State,Alarm Trigger,in_progress
INC616638,2025/05/26,CL1102,KwaZulu-Natal,Vandalism,resolved
INC616639,2025/06/19,CL1371,Mpumalanga,VIP Threat,in_progress
INC616640,2025/05/02,CL1153,Western Cape,Alarm Trigger,resolved
INC616641,2025/08/05,CL1394,Mpumalanga,Alarm Trigger,reported
INC616642,2025/05/15,CL1349,North West,Protest,in_progress
INC616643,2025/08/24,CL1272,Free State,Trespass,resolved
INC616644,2025/05/16,CL1064,Gauteng,Accident,resolved
INC616645,2025/09/19,CL1217,Limpopo,Assault,in_progress
INC616646,2025/07/26,CL1372,Mpumalanga,Assault,in_progress
INC616647,2025/06/12,CL1209,Limpopo,Protest,reported
INC616648,2025/09/04,CL1059,Gauteng,Accident,reported
INC616649,2025/08/26,CL1374,Mpumalanga,Theft,escalated
INC616650,2025/06/19,CL1236,Limpopo,Alarm Trigger,in_progress
INC616651,2025/05/16,CL1195,Western Cape,Trespass,escalated
INC616652,2025/04/30,CL1079,Gauteng,Hijacking,in_progress
INC616653,2025/09/08,CL1061,Gauteng,Alarm Trigger,resolved
INC616654,2025/06/09,CL1007,Gauteng,Assault,in_progress
INC616655,2025/08/13,CL1301,North West,Accident,in_progress
INC616656,2025/05/16,CL1202,Limpopo,Accident,resolved
INC616657,2025/04/30,CL1293,Free State,Assault,escalated
INC616658,2025/06/17,CL1111,KwaZulu-Natal,Alarm Trigger,escalated
INC616659,2025/06/01,CL1381,Mpumalanga,Theft,reported
INC616660,2025/04/21,CL1314,North West,Assault,in_progress
INC616661,2025/06/26,CL1199,Western Cape,Theft,resolved
INC616662,2025/08/11,CL1153,Western Cape,Accident,reported
INC616663,2025/05/30,CL1193,Western Cape,Vandalism,reported
INC616664,2025/06/27,CL1027,Gauteng,Hijacking,resolved
INC616665,2025/04/10,CL1138,KwaZulu-Natal,Alarm Trigger,resolved
INC616666,2025/08/02,CL1114,KwaZulu-Natal,Accident,resolved
INC616667,2025/06/29,CL1037,Gauteng,Suspicious Vehicle,reported
INC616668,2025/06/11,CL1245,Limpopo,Suspicious Vehicle,reported
INC616669,2025/05/19,CL1267,Free State,Accident,resolved
INC616670,2025/08/20,CL1082,Gauteng,Alarm Trigger,in_progress
INC616671,2025/08/01,CL1022,Gauteng,Assault,resolved
INC616672,2025/05/09,CL1060,Gauteng,Accident,in_progress
INC616673,2025/09/17,CL1195,Western Cape,Theft,in_progress
INC616674,2025/09/22,CL1265,Free State,Alarm Trigger,reported
INC616675,2025/05/02,CL1191,Western Cape,Suspicious Vehicle,reported
INC616676,2025/07/05,CL1189,Western Cape,Accident,reported
INC616677,2025/07/24,CL1303,North West,Suspicious Vehicle,escalated
INC616678,2025/07/11,CL1364,Mpumalanga,Alarm Trigger,reported
INC616679,2025/04/08,CL1132,KwaZulu-Natal,Protest,resolved
INC616680,2025/05/04,CL1079,Gauteng,Accident,escalated
INC616681,2025/06/01,CL1071,Gauteng,Alarm Trigger,resolved
INC616682,2025/09/13,CL1260,Free State,Alarm Trigger,reported
INC616683,2025/04/07,CL1187,Western Cape,Vandalism,resolved
INC616684,2025/09/06,CL1294,Free State,Trespass,in_progress
INC616685,2025/04/14,CL1015,Gauteng,Protest,in_progress
INC616686,2025/06/19,CL1038,Gauteng,Theft,resolved
INC616687,2025/06/25,CL1390,Mpumalanga,Hijacking,escalated
INC616688,2025/08/23,CL1259,Free State,Suspicious Vehicle,reported
INC616689,2025/09/22,CL1285,Free State,Hijacking,reported
INC616690,2025/07/19,CL1253,Free State,Vandalism,resolved
INC616691,2025/06/09,CL1056,Gauteng,Protest,reported
INC616692,2025/05/24,CL1228,Limpopo,Suspicious Vehicle,reported
INC616693,2025/08/29,CL1187,Western Cape,Vandalism,escalated
INC616694,2025/07/19,CL1001,Gauteng,Trespass,resolved
INC616695,2025/09/21,CL1252,Free State,Vandalism,reported
INC616696,2025/07/26,CL1220,Limpopo,Hijacking,in_progress
INC616697,2025/05/31,CL1054,Gauteng,Accident,resolved
INC616698,2025/09/06,CL1204,Limpopo,Protest,in_progress
INC616699,2025/08/21,CL1065,Gauteng,Alarm Trigger,resolved
INC616700,2025/05/18,CL1115,KwaZulu-Natal,Alarm Trigger,reported
INC616701,2025/08/15,CL1372,Mpumalanga,Vandalism,reported
INC616702,2025/04/18,CL1056,Gauteng,Assault,in_progress
INC616703,2025/08/02,CL1365,Mpumalanga,Alarm Trigger,reported
INC616704,2025/07/03,CL1239,Limpopo,VIP Threat,reported
INC616705,2025/09/03,CL1350,Mpumalanga,VIP Threat,reported
INC616706,2025/06/13,CL1142,KwaZulu-Natal,Suspicious Vehicle,escalated
INC616707,2025/09/08,CL1183,Western Cape,Theft,in_progress
INC616708,2025/06/30,CL1308,North West,Suspicious Vehicle,escalated
INC616709,2025/05/29,CL1316,North West,VIP Threat,reported
INC616710,2025/08/13,CL1210,Limpopo,Alarm Trigger,reported
INC616711,2025/07/28,CL1172,Western Cape,VIP Threat,reported
INC616712,2025/10/02,CL1047,Gauteng,VIP Threat,resolved
INC616713,2025/06/08,CL1343,North West,Suspicious Vehicle,escalated
INC616714,2025/07/11,CL1115,KwaZulu-Natal,Accident,in_progress
INC616715,2025/07/14,CL1263,Free State,Suspicious Vehicle,reported
INC616716,2025/09/16,CL1203,Limpopo,Trespass,reported
INC616717,2025/08/28,CL1281,Free State,Theft,reported
INC616718,2025/06/27,CL1192,Western Cape,Protest,escalated
INC616719,2025/05/15,CL1262,Free State,Theft,in_progress
INC616720,2025/09/22,CL1030,Gauteng,Assault,reported
INC616721,2025/05/07,CL1349,North West,Alarm Trigger,in_progress
INC616722,2025/08/12,CL1026,Gauteng,VIP Threat,reported
INC616723,2025/06/14,CL1277,Free State,Theft,resolved
INC616724,2025/04/19,CL1032,Gauteng,Hijacking,in_progress
INC616725,2025/06/26,CL1073,Gauteng,Trespass,reported
INC616726,2025/08/24,CL1372,Mpumalanga,VIP Threat,reported
INC616727,2025/07/13,CL1282,Free State,Assault,reported
INC616728,2025/07/03,CL1353,Mpumalanga,Alarm Trigger,reported
INC616729,2025/06/19,CL1193,Western Cape,Protest,reported
INC616730,2025/09/28,CL1348,North West,Protest,escalated
INC616731,2025/05/10,CL1138,KwaZulu-Natal,Hijacking,in_progress
INC616732,2025/04/25,CL1241,Limpopo,Assault,escalated
INC616733,2025/07/27,CL1286,Free State,Assault,in_progress
INC616734,2025/09/14,CL1309,North West,Trespass,escalated
INC616735,2025/04/25,CL1326,North West,Theft,in_progress
INC616736,2025/04/20,CL1338,North West,Theft,escalated
INC616737,2025/07/04,CL1106,KwaZulu-Natal,Alarm Trigger,in_progress
INC616738,2025/04/30,CL1232,Limpopo,Theft,escalated
INC616739,2025/08/22,CL1146,KwaZulu-Natal,Protest,in_progress
INC616740,2025/05/27,CL1057,Gauteng,Alarm Trigger,reported
INC616741,2025/08/09,CL1173,Western Cape,Vandalism,reported
INC616742,2025/08/25,CL1347,North West,Hijacking,resolved
INC616743,2025/04/07,CL1395,Mpumalanga,VIP Threat,resolved
INC616744,2025/09/07,CL1085,Gauteng,Trespass,reported
INC616745,2025/07/10,CL1080,Gauteng,Trespass,in_progress
INC616746,2025/07/02,CL1261,Free State,Vandalism,resolved
INC616747,2025/07/15,CL1222,Limpopo,Accident,resolved
INC616748,2025/09/07,CL1335,North West,Accident,escalated
INC616749,2025/09/25,CL1396,Mpumalanga,Vandalism,resolved
INC616750,2025/04/19,CL1344,North West,Trespass,in_progress
INC616751,2025/06/22,CL1235,Limpopo,Alarm Trigger,resolved
INC616752,2025/05/12,CL1350,Mpumalanga,Hijacking,resolved
INC616753,2025/09/16,CL1298,Free State,Theft,resolved
INC616754,2025/07/20,CL1261,Free State,VIP Threat,in_progress
INC616755,2025/08/10,CL1218,Limpopo,Accident,reported
INC616756,2025/04/23,CL1110,KwaZulu-Natal,VIP Threat,in_progress
INC616757,2025/09/13,CL1160,Western Cape,Protest,in_progress
INC616758,2025/05/14,CL1046,Gauteng,Assault,escalated
INC616759,2025/07/11,CL1047,Gauteng,Assault,resolved
INC616760,2025/07/31,CL1383,Mpumalanga,VIP Threat,resolved
INC616761,2025/04/29,CL1183,Western Cape,Accident,reported
INC616762,2025/09/28,CL1032,Gauteng,Hijacking,reported
INC616763,2025/06/26,CL1096,Gauteng,Theft,resolved
INC616764,2025/04/15,CL1395,Mpumalanga,Protest,resolved
INC616765,2025/05/29,CL1176,Western Cape,Suspicious Vehicle,reported
INC616766,2025/06/16,CL1038,Gauteng,Trespass,in_progress
INC616767,2025/09/24,CL1322,North West,Suspicious Vehicle,in_progress
INC616768,2025/06/21,CL1121,KwaZulu-Natal,VIP Threat,reported
INC616769,2025/06/15,CL1367,Mpumalanga,Protest,in_progress
INC616770,2025/04/17,CL1159,Western Cape,Accident,escalated
INC616771,2025/05/04,CL1106,KwaZulu-Natal,Alarm Trigger,reported
INC616772,2025/07/01,CL1347,North West,Accident,resolved
INC616773,2025/09/04,CL1054,Gauteng,Alarm Trigger,reported
INC616774,2025/08/09,CL1288,Free State,Trespass,reported
INC616775,2025/06/17,CL1054,Gauteng,Accident,in_progress
INC616776,2025/06/19,CL1088,Gauteng,VIP Threat,reported
INC616777,2025/08/05,CL1008,Gauteng,Theft,resolved
INC616778,2025/07/14,CL1155,Western Cape,Theft,escalated
INC616779,2025/04/06,CL1160,Western Cape,Alarm Trigger,resolved
INC616780,2025/06/15,CL1147,KwaZulu-Natal,VIP Threat,reported
INC616781,2025/07/16,CL1222,Limpopo,Trespass,reported
INC616782,2025/08/20,CL1301,North West,Trespass,escalated
INC616783,2025/09/03,CL1229,Limpopo,VIP Threat,reported
INC616784,2025/08/28,CL1129,KwaZulu-Natal,Trespass,escalated
INC616785,2025/06/20,CL1381,Mpumalanga,Alarm Trigger,in_progress
INC616786,2025/04/08,CL1366,Mpumalanga,VIP Threat,in_progress
INC616787,2025/07/06,CL1256,Free State,VIP Threat,reported
INC616788,2025/05/28,CL1019,Gauteng,Protest,resolved
INC616789,2025/10/01,CL1156,Western Cape,Suspicious Vehicle,escalated
INC616790,2025/09/22,CL1034,Gauteng,Trespass,resolved
INC616791,2025/07/12,CL1193,Western Cape,Theft,in_progress
INC616792,2025/05/23,CL1001,Gauteng,Hijacking,resolved
INC616793,2025/08/11,CL1212,Limpopo,Alarm Trigger,reported
INC616794,2025/07/01,CL1202,Limpopo,Suspicious Vehicle,escalated
INC616795,2025/04/30,CL1208,Limpopo,Vandalism,resolved
INC616796,2025/09/04,CL1019,Gauteng,Hijacking,escalated
INC616797,2025/05/06,CL1107,KwaZulu-Natal,VIP Threat,reported
INC616798,2025/07/28,CL1005,Gauteng,Assault,resolved
INC616799,2025/09/02,CL1292,Free State,Theft,reported
INC616800,2025/06/17,CL1058,Gauteng,Alarm Trigger,resolved
INC616801,2025/04/14,CL1264,Free State,Hijacking,reported
INC616802,2025/08/26,CL1142,KwaZulu-Natal,Assault,escalated
INC616803,2025/05/13,CL1371,Mpumalanga,Alarm Trigger,reported
INC616804,2025/06/18,CL1086,Gauteng,Theft,in_progress
INC616805,2025/06/16,CL1133,KwaZulu-Natal,Assault,in_progress
INC616806,2025/09/15,CL1113,KwaZulu-Natal,Vandalism,resolved
INC616807,2025/09/08,CL1309,North West,Suspicious Vehicle,escalated
